,Unnamed: 0,edu,edu_level,elementary_edu,highschool_edu,postsec_edu,undergrad_edu,graduate_edu,grad_highschool_refyear,grad_college_refyear,grad_univ_refyear,student_status,public_sector,private_sector,lfs,occup,industry,self_emp,union,part_time,major_activity,major_source_inc,multiple_jobs,num_jobs,exp,reason_pt,hourly_wage,hours_paid,months_last_worked,tenure,sex,age,year,weight,salary,firm_size,loc_size
22036,60993,non-university postsecondary certificate,4,1,1,1,0,0,0,1,0,1,0,1,"employed part-year, not in labour force part-year",occupations unique to primary industry,agriculture,0,0,0,working,wages and salaries,0,1,1.0,,20.95505027932961,1408.0,,8.0,1,23.0,1997,68.0441,31354.18994413408,20.0,1.0
22037,60998,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,other trades,manufacturing,0,0,0,working,wages and salaries,1,2,17.0,,24.38659217877095,1465.0,,8.0,0,41.0,1997,525.5805,33096.08938547486,500.0,20.0
22038,61002,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,"employed, unemployed and not in labour force during year",clerical and supervisor occupations,trade,0,0,0,working,wages and salaries,0,1,11.0,,17.57576536312849,1302.0,5.0,35.0,1,33.0,1997,199.665,26128.49162011173,1000.0,1.0
22039,61003,11-13 years of elementary and secondary school (not graduated),2,1,0,0,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,1,0,working,wages and salaries,0,1,43.0,,40.06368715083799,2086.0,,331.0,1,62.0,1997,368.9637,78385.47486033519,1000.0,1000.0
22040,61004,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,transport and equipment operators,"forestry, fishing, mining, oil and gas",0,0,0,working,wages and salaries,0,1,16.0,,34.83798882681564,2294.0,,246.0,0,35.0,1997,491.5491,69675.97765363129,1.0,1.0
22041,61006,,0,0,0,0,0,0,0,0,0,0,1,0,employed all year,teachers and professors,educational services,0,1,0,working,wages and salaries,0,1,11.0,,50.16670391061452,2086.0,,136.0,0,41.0,1997,277.4315,95804.46927374302,1000.0,100.0
22045,61021,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,1,0,employed all year,sales and service,"information, culture and recreation",0,1,0,working,wages and salaries,0,1,30.0,,33.44446927374302,2086.0,,44.0,0,50.0,1997,903.4219,71417.87709497206,1000.0,1000.0
22046,61022,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"occupations in social science, government service and religion",health care and social assistance,0,1,0,working,wages and salaries,0,1,22.0,,26.44203351955307,1955.0,,64.0,0,42.0,1997,193.5683,52256.98324022346,1.0,1.0
22047,61025,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,clerical and supervisor occupations,"finance, insurance, real estate and leasing",0,0,0,working,wages and salaries,0,1,20.0,,26.320100558659217,1564.0,,273.0,1,43.0,1997,802.5572,45289.38547486033,1000.0,1.0
22048,61037,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,clerical and supervisor occupations,manufacturing,0,0,0,working,wages and salaries,0,1,23.0,,29.316167597765364,2399.0,,37.0,0,45.0,1997,440.9248,71417.87709497206,100.0,20.0
22049,61038,9-10 years of elementary and secondary school,2,1,0,0,0,0,0,0,0,0,0,1,employed all year,other trades,construction,0,1,0,working,wages and salaries,0,1,37.0,,56.24593296089386,2086.0,,17.0,0,52.0,1997,51.4486,126287.7094972067,1000.0,500.0
22050,61039,non-university postsecondary certificate,4,1,1,1,0,0,0,1,0,1,0,1,employed all year,"wholesale, technical, insurance, real estate sales specialists",manufacturing,0,0,0,working,wages and salaries,0,1,2.0,,28.30586592178771,2086.0,,39.0,0,24.0,1997,43.9837,73159.77653631284,20.0,20.0
22051,61040,5-8 years of elementary school,2,1,0,0,0,0,0,0,0,0,0,1,employed all year,sales and service,accommodation and food services,0,1,0,working,wages and salaries,0,1,8.0,,18.02865921787709,1949.0,,52.0,1,46.0,1997,845.3227,26999.441340782123,1000.0,100.0
22052,61041,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year","retail salespersons, sales clerks, cashiers",trade,0,0,0,working,wages and salaries,0,1,8.0,,13.935195530726258,1044.0,6.0,30.0,0,29.0,1997,297.9856,11757.82122905028,1.0,1.0
22053,61042,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,natural and applied sciences,"professional, scientific and technical services",0,0,0,working,wages and salaries,0,2,19.0,,71.67916201117318,1819.0,,176.0,0,40.0,1997,236.6288,182899.44134078213,500.0,100.0
22096,61199,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,1,0,working,wages and salaries,0,1,7.0,,39.71530726256984,2086.0,,56.0,1,24.0,1997,61.9398,100159.21787709495,1000.0,1000.0
22097,61204,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed part-year, not in labour force part-year",machine operators and assemblers in manufacturing,manufacturing,0,1,0,working,wages and salaries,0,1,8.0,,41.80558659217878,2086.0,,33.0,0,27.0,1997,370.1761,52256.98324022346,1000.0,1000.0
22098,61206,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,other trades,construction,0,1,0,working,wages and salaries,0,1,22.0,,31.772245810055864,2086.0,,173.0,0,41.0,1997,205.351,83611.17318435754,100.0,100.0
22099,61207,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"financial, secretarial and administrative","finance, insurance, real estate and leasing",0,0,0,working,wages and salaries,0,1,9.0,,22.29631284916201,1877.0,,30.0,1,32.0,1997,70.5631,47031.28491620112,1000.0,1.0
22100,61211,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,transport and equipment operators,transportation and warehousing,0,0,0,working,wages and salaries,0,1,23.0,,29.612290502793297,2346.0,,14.0,0,47.0,1997,525.9038,38321.78770949721,1.0,1.0
22101,61212,some university (no certificate),3,1,1,0,0,0,0,0,0,1,1,0,employed all year,middle management,public administration,0,0,1,working,wages and salaries,0,1,0.0,school,17.41899441340782,261.0,,36.0,1,20.0,1997,113.3468,8535.307262569833,1000.0,20.0
22102,61213,11-13 years of elementary and secondary school (not graduated),2,1,0,0,0,0,0,0,0,1,0,1,employed all year,"wholesale, technical, insurance, real estate sales specialists",manufacturing,0,0,1,working,wages and salaries,1,3,1.0,school,12.193296089385475,730.0,,28.0,0,16.0,1997,226.5257,12628.77094972067,20.0,20.0
22103,61215,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,middle management,trade,0,0,0,working,wages and salaries,0,1,13.0,,24.89174301675978,1825.0,,33.0,1,33.0,1997,76.5629,45289.38547486033,1.0,1.0
22104,61217,bachelor's degree,5,1,1,0,1,0,0,0,0,1,1,0,employed all year,"occupations in social science, government service and religion",educational services,0,1,0,working,wages and salaries,0,1,7.0,,41.30043575418995,2086.0,,76.0,1,33.0,1997,419.9813,71417.87709497206,1000.0,1000.0
22105,61218,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"technical, assisting and related in health",trade,0,0,0,working,wages and salaries,0,1,9.0,,21.73890502793296,2086.0,,71.0,1,33.0,1997,224.6777,45289.38547486033,500.0,20.0
22106,61221,9-10 years of elementary and secondary school,2,1,0,0,0,0,0,0,0,0,0,1,employed all year,transport and equipment operators,transportation and warehousing,0,1,0,working,wages and salaries,0,1,9.0,,30.396145251396646,2868.0,,12.0,0,30.0,1997,280.5818,82740.22346368716,100.0,100.0
22107,61228,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,"occupations in art, culture, recreation and sport","information, culture and recreation",0,0,1,working,wages and salaries,0,1,16.0,caring for own child,32.033530726256984,1304.0,,121.0,1,35.0,1997,77.4371,50515.08379888268,1.0,1.0
22108,61230,university certificate below bachelor,4,1,1,1,0,0,0,0,0,1,1,0,employed all year,"technical, assisting and related in health",public administration,0,1,0,working,wages and salaries,0,1,25.0,,48.16351955307263,1955.0,,98.0,1,44.0,1997,128.4197,104513.96648044692,1000.0,100.0
22109,61231,bachelor's degree,5,1,1,0,1,0,0,1,0,1,0,1,"employed part-year, not in labour force part-year",clerical and supervisor occupations,"information, culture and recreation",0,0,0,working,wages and salaries,0,2,13.0,,36.649564245810055,1467.0,,9.0,1,41.0,1997,288.36,67934.07821229051,1000.0,1000.0
22180,61417,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,middle management,health care and social assistance,0,0,0,working,wages and salaries,0,1,30.0,,34.78573184357542,1955.0,,114.0,0,58.0,1997,1479.6685,69675.97765363129,1000.0,1000.0
22181,61418,,0,0,0,0,0,0,0,0,0,0,0,1,employed all year,"occupations in social science, government service and religion",other services,0,1,0,working,wages and salaries,1,2,15.0,,41.80558659217878,2086.0,,21.0,0,42.0,1997,822.4398,85353.07262569832,100.0,100.0
22182,61419,,0,0,0,0,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year","occupations in social science, government service and religion","professional, scientific and technical services",0,0,0,working,wages and salaries,0,1,3.0,,39.01854748603352,2868.0,,11.0,1,26.0,1997,2036.3419,73159.77653631284,20.0,20.0
22183,61421,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,"financial, secretarial and administrative","professional, scientific and technical services",0,0,0,working,wages and salaries,0,1,24.0,,21.773743016759777,2086.0,,84.0,1,50.0,1997,220.2529,53998.882681564246,100.0,100.0
22184,61425,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,professional in health,health care and social assistance,0,1,1,working,wages and salaries,0,1,0.0,personal preference,43.547486033519554,1043.0,,300.0,1,52.0,1997,372.0009,76643.57541899441,1000.0,1000.0
22185,61429,bachelor's degree,5,1,1,0,1,0,0,0,0,0,1,0,employed all year,teachers and professors,educational services,0,1,0,working,wages and salaries,0,1,29.0,,55.18337430167598,2017.0,,328.0,0,49.0,1997,222.8532,113223.46368715084,1000.0,20.0
22186,61431,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,middle management,manufacturing,1,0,0,working,wages and salaries,1,2,33.0,,50.16670391061452,2080.0,,112.0,1,51.0,1997,245.8912,91449.72067039106,100.0,100.0
22187,61433,graduated high school,3,1,1,0,0,0,0,0,0,0,1,0,employed all year,"financial, secretarial and administrative",public administration,0,0,0,working,wages and salaries,0,1,29.0,,30.16969832402235,2086.0,,344.0,1,46.0,1997,681.2767,64450.27932960894,100.0,1.0
22188,61434,non-university postsecondary certificate,4,1,1,1,0,0,0,1,0,1,1,0,employed all year,sales and service,public administration,0,1,0,working,wages and salaries,0,1,12.0,,29.263910614525145,2086.0,,144.0,0,36.0,1997,77.3781,80127.37430167598,500.0,1.0
22189,61435,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"technical, assisting and related in health",health care and social assistance,0,0,0,working,wages and salaries,1,2,4.0,,14.370670391061452,1669.0,,22.0,1,25.0,1997,319.4372,29612.290502793297,20.0,20.0
22190,61439,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,1,0,working,wages and salaries,0,1,31.0,,26.12849162011173,2086.0,,46.0,0,56.0,1997,97.598,43547.48603351956,100.0,100.0
22191,61440,some university (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year",,construction,0,0,0,working,wages and salaries,1,2,1.0,,17.41899441340782,1396.0,4.0,11.0,1,23.0,1997,107.3946,6096.648044692737,1.0,1.0
22192,61446,,0,0,0,0,0,0,0,0,0,0,1,0,employed all year,middle management,public administration,0,0,0,working,wages and salaries,0,1,20.0,,59.06781005586592,2086.0,,295.0,0,43.0,1997,174.959,130642.45810055868,1000.0,1000.0
22193,61448,university certificate below bachelor,4,1,1,1,0,0,0,1,0,1,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,1,0,working,wages and salaries,1,2,18.0,,29.629709497206708,2086.0,,160.0,0,42.0,1997,125.7873,69675.97765363129,1000.0,100.0
22194,61449,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"financial, secretarial and administrative",trade,0,0,0,working,wages and salaries,0,1,6.0,,21.773743016759777,2086.0,,31.0,1,28.0,1997,46.9882,47031.28491620112,20.0,20.0
22195,61450,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,other trades,,0,1,0,working,wages and salaries,0,1,22.0,,40.48174301675978,2086.0,,258.0,0,41.0,1997,583.0666,81869.27374301676,500.0,500.0
22196,61454,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year",construction trades,construction,1,0,0,working,wages and salaries,0,3,28.0,,26.12849162011173,376.0,,2.0,0,48.0,1997,781.8843,87094.97206703911,20.0,1.0
22197,61455,some university (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,employed all year,"technical, assisting and related in health",health care and social assistance,0,0,0,working,wages and salaries,0,1,11.0,,18.28994413407821,1564.0,,21.0,1,40.0,1997,47.1513,26999.441340782123,20.0,20.0
22198,61456,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"wholesale, technical, insurance, real estate sales specialists","finance, insurance, real estate and leasing",0,0,0,working,wages and salaries,0,1,8.0,,17.41899441340782,1955.0,,107.0,1,42.0,1997,72.3968,33967.039106145254,20.0,20.0
22199,61461,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"chefs and cooks, food and beverage service",accommodation and food services,0,0,0,working,wages and salaries,0,1,25.0,,13.168759776536314,2086.0,,167.0,1,45.0,1997,318.1675,30483.240223463687,100.0,100.0
22200,61462,11-13 years of elementary and secondary school (not graduated),2,1,0,0,0,0,0,0,0,0,0,1,employed all year,middle management,trade,0,1,0,working,wages and salaries,0,1,37.0,,49.71381005586593,1929.0,,435.0,0,57.0,1997,234.0226,95804.46927374302,1000.0,100.0
22201,61463,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,sales and service,accommodation and food services,0,0,0,working,wages and salaries,0,1,35.0,,17.41899441340782,2346.0,,72.0,1,52.0,1997,1342.8388,41805.58659217877,100.0,100.0
22202,61465,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,middle management,accommodation and food services,0,0,0,working,wages and salaries,0,1,3.0,,14.806145251396648,2086.0,,70.0,1,21.0,1997,660.5839,30483.240223463687,1000.0,1.0
22203,61466,bachelor's degree,5,1,1,0,1,0,0,0,0,0,1,0,employed all year,teachers and professors,educational services,0,1,0,working,wages and salaries,0,1,21.0,,64.01480446927374,1765.0,,248.0,0,43.0,1997,183.9573,108868.71508379887,1000.0,1.0
22745,62958,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"trades helpers, construction, and transportation labourers",trade,0,1,0,working,wages and salaries,0,1,10.0,,17.41899441340782,2294.0,,90.0,0,32.0,1997,198.8923,45289.38547486033,500.0,20.0
22746,62963,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,clerical and supervisor occupations,trade,0,0,0,working,wages and salaries,0,1,19.0,,39.52369832402236,2868.0,,118.0,0,40.0,1997,188.4336,243865.9217877095,100.0,1.0
22747,62964,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"technical, assisting and related in health",health care and social assistance,0,1,0,working,wages and salaries,0,1,16.0,,23.11500558659218,1668.0,,103.0,1,39.0,1997,218.2751,36579.88826815642,100.0,100.0
22748,62967,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year","retail salespersons, sales clerks, cashiers",trade,0,0,1,working,wages and salaries,0,2,12.0,only find PT,14.71905027932961,821.0,,8.0,1,41.0,1997,212.7744,24386.59217877095,1.0,1.0
22749,62968,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,1,0,employed all year,sales and service,educational services,0,1,0,working,wages and salaries,0,1,29.0,,23.358871508379888,1564.0,,250.0,1,52.0,1997,505.6082,38321.78770949721,1000.0,1.0
22750,62970,,0,0,0,0,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year","occupations in art, culture, recreation and sport",educational services,0,1,1,working,wages and salaries,0,1,11.0,FT under 30hrs/wk,71.34820111731844,686.0,,111.0,0,37.0,1997,1498.8714,62708.37988826816,100.0,100.0
22751,62971,,0,0,0,0,0,0,0,0,0,1,0,1,"employed part-year, unemployed part-year",teachers and professors,educational services,1,1,1,working,wages and salaries,1,2,17.0,school,55.74078212290503,735.0,,112.0,1,40.0,1997,1498.8714,66192.17877094971,100.0,100.0
22752,62972,,0,0,0,0,0,0,0,0,0,0,0,1,employed all year,"technical, assisting and related in health",health care and social assistance,0,1,1,working,wages and salaries,0,1,19.0,personal preference,45.39389944134078,1460.0,,88.0,1,45.0,1997,598.7932,64450.27932960894,20.0,20.0
22753,62973,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,middle management,manufacturing,0,1,0,working,wages and salaries,0,1,27.0,,59.01555307262571,3129.0,,324.0,0,53.0,1997,1610.7104,174189.94413407822,100.0,100.0
22754,62977,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,1,0,working,wages and salaries,0,1,25.0,,39.1927374301676,2086.0,,120.0,0,51.0,1997,229.9473,95804.46927374302,1000.0,1000.0
22755,62978,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,1,0,1,"employed part-year, unemployed part-year",clerical and supervisor occupations,"information, culture and recreation",0,1,0,working,wages and salaries,0,1,20.0,,34.315418994413406,1768.0,1.0,93.0,1,38.0,1997,1075.4679,60966.48044692737,1000.0,1000.0
